sample_index,file_name,user_id,position_id,action_id,interval_index,interval_seconds,is_positive,is_duplicate_timestamp
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,10,0.2769680000000001,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,11,0.012662000000000173,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,12,1.273952,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,13,1.565334,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,1,2.4040399999999997,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,2,0.21773500000000023,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,3,0.04007399999999972,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,4,0.7074690000000001,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,5,0.17515800000000015,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,6,0.40967299999999973,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,7,0.00813100000000011,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,8,0.015823999999999838,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,9,0.5072320000000006,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,10,0.001882999999999413,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,11,0.2572670000000006,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,12,0.0011089999999995825,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,13,0.0019530000000003156,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,14,0.006429999999999936,1,0
17,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122149_mimo5s_part0.csv,1,8,1,15,0.21696099999999952,1,0
